,hoard_id,coin_group_id,start_year,end_year,revised_start,revised_end,ruler,revised_ruler,denomination,num_coins,mint,imported,created,updated
5,3119,26982,364.0,367.0,364.0,367.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),24.0,,2017-08-28 08:25:10.162802,2016-02-02T11:27:14Z,
6,3119,26983,367.0,375.0,367.0,375.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),87.0,,2017-08-28 08:25:10.162802,2016-02-02T11:27:32Z,
7,3119,26984,375.0,378.0,375.0,378.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),4.0,,2017-08-28 08:25:10.162802,2016-02-02T11:27:51Z,
8,3119,26985,378.0,383.0,378.0,383.0,House of Theodosius,House of Theodosius,AE 1-4 (UK find),3.0,,2017-08-28 08:25:10.162802,2016-02-02T11:28:08Z,
9,3119,26986,364.0,383.0,364.0,383.0,"Nummus, uncertain ruler, c. 330-402",Unknown,AE 1-4 (UK find),13.0,,2017-08-28 08:25:10.162802,2016-02-02T11:28:40Z,
73,3156,23543,,,307.0,363.0,House of Constantine,House of Constantine,AE 1-4 (UK find),3.0,,2017-08-28 08:25:10.162802,2015-07-23T13:15:25Z,
74,3156,23544,,,350.0,353.0,Magnentius,Magnentius,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-07-23T13:15:34Z,
75,3156,23545,,,364.0,378.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),19.0,,2017-08-28 08:25:10.162802,2015-07-23T13:15:46Z,
76,3156,23546,,,367.0,383.0,Gratian,Gratian,AE 1-4 (UK find),10.0,,2017-08-28 08:25:10.162802,2015-07-23T13:15:57Z,
81,1235,24009,,340.0,307.0,340.0,House of Constantine,House of Constantine,AE 1-4 (UK find),5.0,,2017-08-28 08:25:10.162802,2015-08-03T15:20:19Z,2015-08-03T15:21:34Z
82,1235,24010,330.0,341.0,330.0,341.0,House of Constantine,House of Constantine,AE 1-4 (UK find),2.0,,2017-08-28 08:25:10.162802,2015-08-03T15:20:33Z,
166,959,23321,324.0,341.0,324.0,341.0,House of Constantine,House of Constantine,AE 1-4 (UK find),2.0,,2017-08-28 08:25:10.162802,2015-07-20T09:46:02Z,2015-07-20T09:47:04Z
167,959,23322,,361.0,302.0,361.0,Unspecified ruler (contemporary copy),Unspecified ruler (contemporary copy),AE 1-4 (UK find),3.0,,2017-08-28 08:25:10.162802,2015-07-20T09:46:41Z,2015-07-20T09:47:17Z
168,959,23323,,,364.0,375.0,Valentinian I,Valentinian I,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-07-20T09:47:34Z,
169,959,23324,,,379.0,395.0,Theodosius I,Theodosius I,AE 1-4 (UK find),2.0,,2017-08-28 08:25:10.162802,2015-07-20T09:47:46Z,
170,959,23325,,,383.0,388.0,Magnus Maximus,Magnus Maximus,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-07-20T09:47:56Z,
171,959,23326,,,395.0,408.0,Arcadius,Arcadius,AE 1-4 (UK find),10.0,,2017-08-28 08:25:10.162802,2015-07-20T09:48:14Z,
172,959,23327,,,395.0,423.0,Honorius (emperor),Honorius,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-07-20T09:48:26Z,
173,959,23328,,,378.0,408.0,House of Theodosius,House of Theodosius,AE 1-4 (UK find),15.0,,2017-08-28 08:25:10.162802,2015-07-20T09:48:46Z,
174,959,23329,,,330.0,402.0,"Nummus, uncertain ruler, c. 330-402",Unknown,AE 1-4 (UK find),57.0,,2017-08-28 08:25:10.162802,2015-07-20T09:49:04Z,
192,623,22115,335.0,341.0,335.0,341.0,House of Constantine,House of Constantine,AE 1-4 (UK find),1.0,Colonia Augusta Treverorum,2017-08-28 08:25:10.162802,2015-06-02T09:54:49Z,
193,623,22116,341.0,348.0,341.0,348.0,House of Constantine,House of Constantine,AE 1-4 (UK find),2.0,Colonia Augusta Treverorum,2017-08-28 08:25:10.162802,2015-06-02T09:55:17Z,
194,623,22117,330.0,335.0,330.0,335.0,House of Constantine,House of Constantine,AE 1-4 (UK find),1.0,Lugdunensium,2017-08-28 08:25:10.162802,2015-06-02T09:55:46Z,
195,623,22118,,,307.0,363.0,House of Constantine,House of Constantine,AE 1-4 (UK find),2.0,,2017-08-28 08:25:10.162802,2015-06-02T10:05:25Z,
196,623,22119,351.0,353.0,351.0,353.0,Magnentius,Magnentius,AE 1-4 (UK find),1.0,Lugdunensium,2017-08-28 08:25:10.162802,2015-06-02T10:07:14Z,
197,623,22120,364.0,367.0,364.0,367.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),1.0,Lugdunensium,2017-08-28 08:25:10.162802,2015-06-02T10:07:53Z,
198,623,22121,367.0,375.0,367.0,375.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),2.0,Arelato,2017-08-28 08:25:10.162802,2015-06-02T10:08:23Z,2015-06-02T10:08:34Z
199,623,22122,375.0,378.0,375.0,378.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),1.0,Arelato,2017-08-28 08:25:10.162802,2015-06-02T10:09:05Z,
200,623,22123,,,367.0,383.0,Gratian,Gratian,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-06-02T10:09:14Z,
201,623,22124,383.0,387.0,383.0,387.0,Magnus Maximus,Magnus Maximus,AE 1-4 (UK find),1.0,Lugdunensium,2017-08-28 08:25:10.162802,2015-06-02T10:10:00Z,
202,623,22125,388.0,395.0,388.0,395.0,House of Theodosius,House of Theodosius,AE 1-4 (UK find),15.0,,2017-08-28 08:25:10.162802,2015-06-02T10:10:44Z,
203,623,22126,388.0,402.0,388.0,402.0,House of Theodosius,House of Theodosius,AE 1-4 (UK find),3.0,,2017-08-28 08:25:10.162802,2015-06-02T10:11:03Z,
204,623,22127,,,260.0,402.0,Uncertain (AD 260 - 402),Uncertain (AD 260 - 402),radiate or nummus (UK find),70.0,,2017-08-28 08:25:10.162802,2015-06-02T10:11:58Z,
224,873,24902,330.0,335.0,330.0,335.0,House of Constantine,House of Constantine,AE 1-4 (UK find),2.0,,2017-08-28 08:25:10.162802,2015-08-17T09:15:15Z,
225,873,24903,337.0,341.0,337.0,341.0,House of Constantine,House of Constantine,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-08-17T09:15:27Z,
226,873,24904,330.0,341.0,330.0,341.0,House of Constantine,House of Constantine,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-08-17T09:15:44Z,
227,873,24905,341.0,348.0,341.0,348.0,House of Constantine,House of Constantine,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-08-17T09:15:58Z,
228,873,24906,,,395.0,408.0,Arcadius,Arcadius,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-08-17T09:16:18Z,
270,2411,24050,,,306.0,337.0,Constantine I,Constantine I,AE 1-4 (UK find),75.0,,2017-08-28 08:25:10.162802,2015-08-04T09:15:32Z,
276,2411,24056,,,300.0,399.0,Uncertain - 4th century,Unknown,AE 1-4 (UK find),2.0,,2017-08-28 08:25:10.162802,2015-08-04T09:18:06Z,
311,675,23594,,,337.0,361.0,Constantius II,Constantius II,uncertain (silver),2.0,,2017-08-28 08:25:10.162802,2015-07-23T16:18:05Z,
421,1214,25382,,,307.0,363.0,House of Constantine,House of Constantine,AE 1-4 (UK find),11.0,,2017-08-28 08:25:10.162802,2015-08-24T14:56:08Z,
422,1214,25383,,,364.0,378.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),4.0,,2017-08-28 08:25:10.162802,2015-08-24T14:56:23Z,
1024,847,22799,,,307.0,363.0,House of Constantine,House of Constantine,AE 1-4 (UK find),28.0,,2017-08-28 08:25:10.162802,2015-06-26T09:50:56Z,
1025,847,22800,,,364.0,378.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),4.0,,2017-08-28 08:25:10.162802,2015-06-26T09:51:11Z,
1173,3121,22662,307.0,402.0,307.0,402.0,Uncertain - 4th century,Unknown,AE 1-4 (UK find),10.0,,2017-08-28 08:25:10.162802,2015-06-17T15:51:53Z,
1174,3122,22663,323.0,395.0,323.0,395.0,Uncertain - 4th century,Unknown,AE 1-4 (UK find),6.0,,2017-08-28 08:25:10.162802,2015-06-17T16:06:59Z,
1229,2490,24213,,,306.0,337.0,Constantine I,Constantine I,AE 1-4 (UK find),,,2017-08-28 08:25:10.162802,2015-08-05T15:20:13Z,
1230,2490,24214,,,311.0,330.0,Crispus,Crispus,AE 1-4 (UK find),,,2017-08-28 08:25:10.162802,2015-08-05T15:20:23Z,
1231,2490,24215,,,337.0,340.0,Constantine II,Constantine II,AE 1-4 (UK find),,,2017-08-28 08:25:10.162802,2015-08-05T15:20:35Z,
1232,2490,24216,,,337.0,361.0,Constantius II,Constantius II,AE 1-4 (UK find),,,2017-08-28 08:25:10.162802,2015-08-05T15:20:51Z,
1543,1233,7917,355.0,361.0,355.0,361.0,Unspecified ruler (contemporary copy),Unspecified ruler (contemporary copy),AE 1-4 (UK find),20.0,,2017-08-28 08:25:10.162802,2015-01-15T16:48:56Z,2015-08-26T09:03:22Z
1568,1167,25228,,,360.0,363.0,Julian,Julian,siliqua,,,2017-08-28 08:25:10.162802,2015-08-20T13:31:26Z,
1569,1167,25229,,,367.0,383.0,Gratian,Gratian,siliqua,,,2017-08-28 08:25:10.162802,2015-08-20T13:31:35Z,
1570,1167,25230,,,379.0,395.0,Theodosius I,Theodosius I,siliqua,,,2017-08-28 08:25:10.162802,2015-08-20T13:31:47Z,
1571,1167,25231,,,395.0,408.0,Arcadius,Arcadius,siliqua,,,2017-08-28 08:25:10.162802,2015-08-20T13:31:59Z,
1572,1253,24325,367.0,375.0,367.0,375.0,Valens,Valens,miliarensis,3.0,Colonia Augusta Treverorum,2017-08-28 08:25:10.162802,2015-08-07T09:21:22Z,
1573,1253,24326,388.0,395.0,388.0,395.0,Honorius (emperor),Honorius,miliarensis,1.0,Mediolanum,2017-08-28 08:25:10.162802,2015-08-07T09:22:34Z,
1574,1253,24327,355.0,363.0,355.0,363.0,Constantius II,Constantius II,siliqua,5.0,Lugdunensium,2017-08-28 08:25:10.162802,2015-08-07T09:25:44Z,2015-08-07T09:27:45Z
1575,1253,24328,355.0,364.0,355.0,364.0,Constantius II,Constantius II,siliqua,6.0,Arelato,2017-08-28 08:25:10.162802,2015-08-07T09:27:33Z,
1576,1253,24329,355.0,364.0,355.0,364.0,Constantius II,Constantius II,siliqua,3.0,,2017-08-28 08:25:10.162802,2015-08-07T09:28:12Z,
1577,1253,24330,355.0,360.0,355.0,360.0,Julian,Julian,siliqua,1.0,Arelato,2017-08-28 08:25:10.162802,2015-08-07T09:28:55Z,
1578,1253,24331,355.0,360.0,355.0,360.0,Julian,Julian,siliqua,2.0,,2017-08-28 08:25:10.162802,2015-08-07T09:29:13Z,
1579,1253,24332,360.0,363.0,360.0,363.0,Julian,Julian,siliqua,7.0,Lugdunensium,2017-08-28 08:25:10.162802,2015-08-07T09:31:05Z,
1580,1253,24333,360.0,363.0,360.0,363.0,Julian,Julian,siliqua,14.0,Arelato,2017-08-28 08:25:10.162802,2015-08-07T09:31:31Z,
1581,1253,24334,,,360.0,363.0,Julian,Julian,siliqua,5.0,,2017-08-28 08:25:10.162802,2015-08-07T09:31:44Z,2015-08-07T09:32:12Z
1582,1253,24335,355.0,364.0,355.0,364.0,Uncertain - 4th century,Unknown,siliqua,2.0,,2017-08-28 08:25:10.162802,2015-08-07T09:32:56Z,
1583,1253,24336,,,364.0,378.0,House of Valentinian,House of Valentinian,siliqua,37.0,Colonia Augusta Treverorum,2017-08-28 08:25:10.162802,2015-08-07T09:38:30Z,2015-08-07T09:53:03Z
1584,1253,24337,,,364.0,378.0,House of Valentinian,House of Valentinian,siliqua,3.0,Lugdunensium,2017-08-28 08:25:10.162802,2015-08-07T09:38:54Z,2015-08-07T09:39:43Z
1585,1253,24338,,,364.0,378.0,House of Valentinian,House of Valentinian,siliqua,2.0,Arelato,2017-08-28 08:25:10.162802,2015-08-07T09:39:10Z,
1586,1253,24339,,,364.0,378.0,House of Valentinian,House of Valentinian,siliqua,4.0,Roma,2017-08-28 08:25:10.162802,2015-08-07T09:39:28Z,
1587,1253,24340,,,364.0,378.0,House of Valentinian,House of Valentinian,siliqua,2.0,Aquileia,2017-08-28 08:25:10.162802,2015-08-07T09:40:06Z,
1588,1253,24341,,,364.0,378.0,House of Valentinian,House of Valentinian,siliqua,1.0,Constantinople,2017-08-28 08:25:10.162802,2015-08-07T09:40:28Z,
1589,1253,24342,,,364.0,378.0,House of Valentinian,House of Valentinian,siliqua,14.0,,2017-08-28 08:25:10.162802,2015-08-07T09:40:43Z,
1590,1253,24343,378.0,388.0,378.0,388.0,House of Theodosius,House of Theodosius,siliqua,21.0,Colonia Augusta Treverorum,2017-08-28 08:25:10.162802,2015-08-07T09:41:24Z,2015-08-07T09:54:31Z
1591,1253,24344,378.0,383.0,378.0,383.0,House of Theodosius,House of Theodosius,siliqua,2.0,Roma,2017-08-28 08:25:10.162802,2015-08-07T09:41:42Z,
1592,1253,24345,,,364.0,378.0,House of Valentinian,House of Valentinian,siliqua,1.0,Siscia,2017-08-28 08:25:10.162802,2015-08-07T09:52:43Z,
1593,1253,24346,378.0,388.0,378.0,388.0,House of Theodosius,House of Theodosius,siliqua,1.0,Lugdunensium,2017-08-28 08:25:10.162802,2015-08-07T09:55:04Z,
1594,1253,24347,378.0,388.0,378.0,388.0,House of Theodosius,House of Theodosius,siliqua,3.0,Aquileia,2017-08-28 08:25:10.162802,2015-08-07T09:55:27Z,
1595,1253,24348,378.0,388.0,378.0,388.0,House of Theodosius,House of Theodosius,siliqua,3.0,Mediolanum,2017-08-28 08:25:10.162802,2015-08-07T09:55:51Z,
1596,1253,24349,378.0,388.0,378.0,388.0,House of Theodosius,House of Theodosius,siliqua,1.0,,2017-08-28 08:25:10.162802,2015-08-07T09:56:14Z,
1597,1253,24350,388.0,395.0,388.0,395.0,House of Theodosius,House of Theodosius,siliqua,15.0,Colonia Augusta Treverorum,2017-08-28 08:25:10.162802,2015-08-07T09:56:39Z,
1598,1253,24351,388.0,395.0,388.0,395.0,House of Theodosius,House of Theodosius,siliqua,2.0,Lugdunensium,2017-08-28 08:25:10.162802,2015-08-07T09:56:59Z,
1599,1253,24352,388.0,395.0,388.0,395.0,House of Theodosius,House of Theodosius,siliqua,5.0,Mediolanum,2017-08-28 08:25:10.162802,2015-08-07T09:57:17Z,
1600,1253,24353,388.0,402.0,388.0,402.0,House of Theodosius,House of Theodosius,siliqua,7.0,Colonia Augusta Treverorum,2017-08-28 08:25:10.162802,2015-08-07T09:57:49Z,
1601,1253,24354,388.0,402.0,388.0,402.0,House of Theodosius,House of Theodosius,siliqua,26.0,Mediolanum,2017-08-28 08:25:10.162802,2015-08-07T09:58:10Z,
1602,1253,24355,388.0,402.0,388.0,402.0,Arcadius,Arcadius,1/2 siliqua,1.0,,2017-08-28 08:25:10.162802,2015-08-07T09:58:29Z,
1603,1253,24356,395.0,402.0,395.0,402.0,House of Theodosius,House of Theodosius,siliqua,28.0,Mediolanum,2017-08-28 08:25:10.162802,2015-08-07T09:58:56Z,
1614,2980,18687,330.0,341.0,330.0,341.0,House of Constantine,House of Constantine,AE 1-4 (UK find),4.0,,2017-08-28 08:25:10.162802,2015-01-15T16:49:01Z,2015-09-07T15:14:39Z
1862,1722,25757,,,302.0,402.0,Unspecified ruler (contemporary copy),Unspecified ruler (contemporary copy),AE 1-4 (UK find),327.0,,2017-08-28 08:25:10.162802,2015-09-01T15:43:08Z,
2264,2160,25109,322.0,325.0,322.0,325.0,House of Constantine,House of Constantine,AE 1-4 (UK find),3.0,,2017-08-28 08:25:10.162802,2015-08-19T07:58:15Z,2015-08-19T08:41:43Z
2265,2160,25111,330.0,335.0,330.0,335.0,House of Constantine,House of Constantine,AE 1-4 (UK find),4.0,,2017-08-28 08:25:10.162802,2015-08-19T08:42:54Z,2015-08-19T08:43:04Z
2266,2160,25113,330.0,341.0,330.0,341.0,House of Constantine,House of Constantine,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-08-19T08:43:43Z,2015-08-19T08:43:50Z
2267,2160,25118,341.0,348.0,341.0,348.0,House of Constantine,House of Constantine,AE 1-4 (UK find),2.0,,2017-08-28 08:25:10.162802,2015-08-19T08:46:05Z,2015-08-19T08:46:24Z
2268,2160,25119,348.0,350.0,348.0,350.0,House of Constantine,House of Constantine,AE 1-4 (UK find),2.0,,2017-08-28 08:25:10.162802,2015-08-19T08:46:40Z,
2269,2160,25123,350.0,353.0,350.0,353.0,House of Constantine,House of Constantine,AE 1-4 (UK find),4.0,,2017-08-28 08:25:10.162802,2015-08-19T08:49:38Z,
2453,1695,26310,330.0,341.0,330.0,341.0,House of Constantine,House of Constantine,AE 1-4 (UK find),2.0,,2017-08-28 08:25:10.162802,2015-09-09T09:09:57Z,2015-09-09T09:13:24Z
2455,1695,26312,,,260.0,402.0,Uncertain (AD 260 - 402),Uncertain (AD 260 - 402),radiate or nummus (UK find),1.0,,2017-08-28 08:25:10.162802,2015-09-09T09:10:36Z,
2519,952,23315,,,375.0,392.0,Valentinian II,Valentinian II,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-07-20T09:23:47Z,
2520,952,23316,,,383.0,388.0,Magnus Maximus,Magnus Maximus,AE 1-4 (UK find),1.0,Arelato,2017-08-28 08:25:10.162802,2015-07-20T09:23:59Z,
2521,952,23317,,,392.0,394.0,Eugenius,Eugenius,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-07-20T09:24:11Z,
2522,952,23318,,,395.0,423.0,Honorius (emperor),Honorius,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-07-20T09:24:21Z,
2523,952,23319,,,378.0,408.0,House of Theodosius,House of Theodosius,AE 1-4 (UK find),2.0,,2017-08-28 08:25:10.162802,2015-07-20T09:24:32Z,
2527,874,24910,,,307.0,363.0,House of Constantine,House of Constantine,AE 1-4 (UK find),44.0,,2017-08-28 08:25:10.162802,2015-08-17T09:37:31Z,
2528,874,24911,,,364.0,378.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),2.0,,2017-08-28 08:25:10.162802,2015-08-17T09:37:42Z,
2529,874,24912,,,367.0,383.0,Gratian,Gratian,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-08-17T09:37:51Z,
2586,2262,24896,,,395.0,423.0,Honorius (emperor),Honorius,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-08-14T16:30:52Z,
2629,2093,25850,307.0,353.0,307.0,353.0,House of Constantine,House of Constantine,AE 1-4 (UK find),58.0,,2017-08-28 08:25:10.162802,2015-09-04T10:52:39Z,2015-09-04T10:53:32Z
2630,1172,25232,,,307.0,363.0,House of Constantine,House of Constantine,AE 1-4 (UK find),,,2017-08-28 08:25:10.162802,2015-08-20T13:42:20Z,
2631,1172,25233,,,350.0,353.0,Magnentius,Magnentius,AE 1-4 (UK find),,,2017-08-28 08:25:10.162802,2015-08-20T13:42:30Z,
2632,1172,25234,,,364.0,378.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),,,2017-08-28 08:25:10.162802,2015-08-20T13:42:42Z,
2656,932,26454,,,307.0,363.0,House of Constantine,House of Constantine,AE 1-4 (UK find),2.0,,2017-08-28 08:25:10.162802,2015-09-10T14:52:31Z,
2657,932,26455,,,260.0,402.0,Uncertain (AD 260 - 402),Uncertain (AD 260 - 402),radiate or nummus (UK find),2.0,,2017-08-28 08:25:10.162802,2015-09-10T14:52:43Z,
2716,2123,25060,,,307.0,363.0,House of Constantine,House of Constantine,AE 1-4 (UK find),4.0,,2017-08-28 08:25:10.162802,2015-08-18T11:36:22Z,
2719,1222,25399,330.0,335.0,330.0,335.0,House of Constantine,House of Constantine,AE 1-4 (UK find),5.0,,2017-08-28 08:25:10.162802,2015-08-24T15:40:47Z,
2720,1222,25400,330.0,341.0,330.0,341.0,House of Constantine,House of Constantine,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-08-24T15:41:08Z,
2790,969,23342,,,260.0,402.0,Uncertain (AD 260 - 402),Uncertain (AD 260 - 402),radiate or nummus (UK find),6.0,,2017-08-28 08:25:10.162802,2015-07-20T10:51:38Z,
2908,1890,25805,,,260.0,402.0,Uncertain (AD 260 - 402),Uncertain (AD 260 - 402),radiate or nummus (UK find),,,2017-08-28 08:25:10.162802,2015-09-04T08:30:37Z,
3084,877,24975,,,307.0,363.0,House of Constantine,House of Constantine,AE 1-4 (UK find),125.0,,2017-08-28 08:25:10.162802,2015-08-17T12:39:39Z,
3085,877,24976,,,364.0,378.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),10.0,,2017-08-28 08:25:10.162802,2015-08-17T12:40:02Z,
3086,877,24977,,,367.0,383.0,Gratian,Gratian,AE 1-4 (UK find),6.0,,2017-08-28 08:25:10.162802,2015-08-17T12:40:16Z,
3087,877,24978,,,379.0,395.0,Theodosius I,Theodosius I,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-08-17T12:40:27Z,
3088,877,24979,,,300.0,399.0,Uncertain - 4th century,Unknown,AE 1-4 (UK find),8.0,,2017-08-28 08:25:10.162802,2015-08-17T12:40:49Z,
3126,2139,25105,,,360.0,363.0,Julian,Julian,siliqua,2.0,,2017-08-28 08:25:10.162802,2015-08-18T14:39:18Z,2015-08-18T14:39:27Z
3127,2139,25106,,,337.0,361.0,Constantius II,Constantius II,siliqua,1.0,,2017-08-28 08:25:10.162802,2015-08-18T14:39:44Z,
3128,2139,25107,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,1.0,,2017-08-28 08:25:10.162802,2015-08-18T14:39:57Z,
3129,2139,25108,,,384.0,388.0,Flavius Victor,Flavius Victor,siliqua,1.0,,2017-08-28 08:25:10.162802,2015-08-18T14:40:12Z,
3191,3123,22664,,,260.0,402.0,Uncertain (AD 260 - 402),Uncertain (AD 260 - 402),unidentified bronze coins,15.0,,2017-08-28 08:25:10.162802,2015-06-18T08:11:49Z,
3226,1112,24788,335.0,341.0,335.0,341.0,Constans,Constans I,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-08-14T10:00:42Z,
3227,1112,24789,348.0,351.0,348.0,351.0,Constantius II,Constantius II,AE 1-4 (UK find),1.0,Antioch,2017-08-28 08:25:10.162802,2015-08-14T10:01:04Z,
3228,2185,22487,,,260.0,402.0,Uncertain (AD 260 - 402),Uncertain (AD 260 - 402),radiate or nummus (UK find),300.0,,2017-08-28 08:25:10.162802,2015-06-10T15:56:00Z,
3229,1986,23160,324.0,330.0,324.0,330.0,House of Constantine,House of Constantine,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-07-16T13:28:06Z,2015-07-16T13:28:25Z
3230,1986,23161,330.0,335.0,330.0,335.0,House of Constantine,House of Constantine,AE 1-4 (UK find),6.0,,2017-08-28 08:25:10.162802,2015-07-16T13:28:37Z,
3231,1986,23162,330.0,341.0,330.0,341.0,Constantinopolis,Constantinopolis,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-07-16T13:28:56Z,
3549,392,26581,330.0,341.0,330.0,341.0,House of Constantine,House of Constantine,AE 1-4 (UK find),12.0,,2017-08-28 08:25:10.162802,2015-09-11T11:49:42Z,
3550,1553,24414,330.0,335.0,330.0,335.0,House of Constantine,House of Constantine,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-08-07T13:26:26Z,
3551,1553,24415,341.0,348.0,341.0,348.0,House of Constantine,House of Constantine,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-08-07T13:26:40Z,
3555,838,22746,337.0,340.0,337.0,340.0,Helena,Helena,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-06-25T15:29:01Z,2015-06-25T15:29:42Z
3556,838,22747,,,260.0,402.0,Uncertain (AD 260 - 402),Uncertain (AD 260 - 402),radiate or nummus (UK find),1.0,,2017-08-28 08:25:10.162802,2015-06-25T15:29:17Z,
3616,1636,23399,,,307.0,363.0,House of Constantine,House of Constantine,AE 1-4 (UK find),51.0,,2017-08-28 08:25:10.162802,2015-07-20T15:41:34Z,2015-07-20T15:43:58Z
3617,1636,23400,,,360.0,363.0,Julian,Julian,AE 1-4 (UK find),3.0,,2017-08-28 08:25:10.162802,2015-07-20T15:42:02Z,
3618,1636,23401,,,364.0,378.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),16.0,,2017-08-28 08:25:10.162802,2015-07-20T15:44:45Z,
3619,1636,23402,,,367.0,383.0,Gratian,Gratian,AE 1-4 (UK find),6.0,,2017-08-28 08:25:10.162802,2015-07-20T15:45:01Z,
3620,1636,23403,,,375.0,392.0,Valentinian II,Valentinian II,AE 1-4 (UK find),67.0,,2017-08-28 08:25:10.162802,2015-07-20T15:45:15Z,2015-07-20T15:45:34Z
3621,1636,23404,,,379.0,395.0,Theodosius I,Theodosius I,AE 1-4 (UK find),88.0,,2017-08-28 08:25:10.162802,2015-07-20T15:46:12Z,
3622,1636,23405,,,383.0,388.0,Magnus Maximus,Magnus Maximus,AE 1-4 (UK find),12.0,,2017-08-28 08:25:10.162802,2015-07-20T15:46:29Z,
3623,1636,23406,,,384.0,388.0,Flavius Victor,Flavius Victor,AE 1-4 (UK find),3.0,,2017-08-28 08:25:10.162802,2015-07-20T15:46:41Z,2015-07-20T15:46:48Z
3624,1636,23407,,,384.0,388.0,Magnus Maximus or Flavius Victor,Magnus Maximus or Flavius Victor,AE 1-4 (UK find),1.0,,2017-08-28 08:25:10.162802,2015-07-20T15:46:59Z,
3625,1636,23408,,,392.0,394.0,Eugenius,Eugenius,AE 1-4 (UK find),7.0,,2017-08-28 08:25:10.162802,2015-07-20T15:47:12Z,
3626,1636,23409,,,395.0,408.0,Arcadius,Arcadius,AE 1-4 (UK find),218.0,,2017-08-28 08:25:10.162802,2015-07-20T15:47:26Z,
3627,1636,23410,,,395.0,423.0,Honorius (emperor),Honorius,AE 1-4 (UK find),73.0,,2017-08-28 08:25:10.162802,2015-07-20T15:47:38Z,
3628,1636,23411,,,378.0,408.0,House of Theodosius,House of Theodosius,AE 1-4 (UK find),597.0,,2017-08-28 08:25:10.162802,2015-07-20T15:47:59Z,
3630,1636,23413,,,,,Uncertain,Unknown,unidentified bronze coins,22.0,,2017-08-28 08:25:10.162802,2015-07-20T15:48:36Z,
3660,702,23690,313.0,,313.0,337.0,Constantine I,Constantine I,AE 1-4 (UK find),20.0,,2017-08-28 08:25:10.162802,2015-07-27T10:49:03Z,2015-07-27T10:50:21Z
3709,2390,23905,,,,,Uncertain,Unknown,unidentified bronze coins,4.0,,2017-08-28 08:25:10.162802,2015-07-30T14:59:50Z,
3711,845,22789,324.0,330.0,324.0,330.0,House of Constantine,House of Constantine,AE 1-4 (UK find),4.0,Londinium,2017-08-28 08:25:10.162802,2015-06-26T09:35:59Z,
3713,845,22791,324.0,330.0,324.0,330.0,House of Constantine,House of Constantine,AE 1-4 (UK find),1.0,Londinium,2017-08-28 08:25:10.162802,2015-06-26T09:36:36Z,
3714,845,22792,324.0,330.0,324.0,330.0,House of Constantine,House of Constantine,AE 1-4 (UK find),3.0,Colonia Augusta Treverorum,2017-08-28 08:25:10.162802,2015-06-26T09:36:54Z,
3715,845,22793,324.0,330.0,324.0,330.0,House of Constantine,House of Constantine,AE 1-4 (UK find),2.0,Arelato,2017-08-28 08:25:10.162802,2015-06-26T09:37:10Z,
3716,845,22794,324.0,330.0,324.0,330.0,House of Constantine,House of Constantine,AE 1-4 (UK find),1.0,Thessalonika,2017-08-28 08:25:10.162802,2015-06-26T09:37:26Z,
